FlyBase,GenetID,symbol,Affymetrix IDs (note: // was used to separate Affy probes which owned by one gene),chrom,star_chrom,end_chrom,bam_testis_RPKM,wt_testis_RPKM,bam_ovary_RPKM,wt_ovary_RPKM,male_carcass_RPKM,female_carcass_RPKM
FBgn0032476,CG5439,CG5439,1623595_at,chr2L,13177172,13178978,51.2094,25.5082,28.9651,37.0273,18.7977,20.9734
FBgn0031331,CG5440,CG5440,1638750_at,chr2L,1334269,1334763,0,59.4062,0,0,0,0
FBgn0030838,CG5445,CG5445,1637007_s_at,chrX,17196509,17199511,41.5772,82.2386,41.2894,44.0143,36.429,35.828
FBgn0032429,CG5446,CG5446,1641334_at,chr2L,12426942,12427663,126.974,82.8613,78.298,62.8841,54.7576,47.3962
FBgn0039427,CG5447,CG5447,1632332_at,chr3R,22278255,22280311,45.8913,12.3092,50.3701,36.2503,26.1565,25.8756
FBgn0038666,CG5451,CG5451,1632323_at,chr3R,14804697,14806829,20.9393,9.68801,30.4011,34.7189,11.4429,11.3942
FBgn0038667,CG5454,CG5454,1639046_at,chr3R,14808678,14809370,33.9355,38.175,32.6642,62.5944,19.0119,19.022
FBgn0039430,CG5455,CG5455,1632675_s_at,chr3R,22287251,22295732,59.0757,28.437,33.0641,10.1722,71.9863,61.2659
FBgn0032478,CG5458,CG5458,1628079_at,chr2L,13183450,13184882,1.77264,129.815,2.66358,1.53177,7.86788,6.16781
FBgn0039153,CG5463,CG5463,1624078_at,chr3R,19953773,19955976,15.4836,8.78838,14.936,15.9513,14.4323,14.1512
FBgn0038815,CG5466,CG5466,1633986_at,chr3R,16443632,16446990,9.30506,25.8707,7.89813,12.5085,4.64782,3.29098
FBgn0039433,CG5467,CG5467,1633904_at,chr3R,22423394,22429784,29.5386,7.40008,27.8311,17.43,28.5921,26.1107
FBgn0039434,CG5468,CG5468,1630473_at,chr3R,22444845,22445953,0,0.295788,0,0,0,0
FBgn0039440,CG5471,CG5471,#N/A,chr3R,22455678,22456502,0,0,0,0,0,0
FBgn0039441,CG5476,CG5476,1629011_at,chr3R,22457595,22458680,0,0.468467,0,0.0942048,0.189561,0
FBgn0038386,CG5478,CG5478,1639327_at,chr3R,11758422,11759456,0,61.8372,0.296889,0,2.48627,1.49255
FBgn0039446,CG5480,CG5480,1625049_at,chr3R,22482167,22483253,0,0,0.099831,0.0997138,0.300969,0
FBgn0034368,CG5482,CG5482,1637676_at,chr2R,14517369,14519403,70.7365,125.678,83.5105,48.8446,62.04,65.8647
FBgn0039450,CG5484,CG5484,1638670_a_at,chr3R,22543570,22545529,50.6616,76.5437,39.6191,56.7781,33.2896,31.7752
FBgn0039459,CG5491,CG5491,1632206_at,chr3R,22689120,22690289,21.8481,4.17441,19.5223,45.9067,7.65387,5.80948
FBgn0034364,CG5493,CG5493,1627912_at,chr2R,14504199,14505517,1.39947,84.2559,7.79809,0.0875162,45.1701,43.6965
FBgn0027565,CG5498,CG5498,1631723_at,chr3L,20375505,20377194,10.5775,18.1506,33.8932,24.2876,12.764,15.0928
FBgn0039461,CG5500,CG5500,1625966_at,chr3R,22702355,22706181,9.79489,50.9944,11.1281,23.4253,51.4657,39.462
FBgn0036766,CG5506,CG5506,1638991_at,chr3L,17876749,17877460,0.158526,0,21.5969,0.317229,122.081,201.182
FBgn0027579,CG5508,CG5508,1632146_a_at,chr3R,23750915,23758844,71.8653,78.3825,53.754,56.5249,38.3368,39.4984
FBgn0038054,CG5509,CG5509,1632716_at,chr3R,8278212,8278677,0.219419,65.0683,0.659399,0,0.220883,1.547
FBgn0039160,CG5510,CG5510,1626811_at,chr3R,19993395,19995283,50.712,82.8641,28.4811,67.4787,27.1111,26.8233
FBgn0039560,CG5514,CG5514,1630124_at//1624644_a_at,chr3R,23763967,23768507,44.1607,87.2226,37.7661,37.9803,11.3675,11.1913
FBgn0039163,CG5515,CG5515,1634168_s_at,chr3R,20013444,20014663,52.7907,31.2409,49.3686,73.7027,33.4571,40.9825
FBgn0038389,CG5516,CG5516,1626986_at,chr3R,11789610,11790479,24.9574,37.7607,27.9345,37.9668,18.5866,15.0055
FBgn0039466,CG5521,CG5521,1623121_at,chr3R,22793166,22802267,43.2171,3.87821,33.3405,21.4292,10.1933,8.39381
FBgn0034158,CG5522,CG5522,1632545_s_at,chr2R,12671196,12679981,11.4239,5.22326,17.2429,19.0505,11.6814,8.50012
FBgn0039164,CG5524,CG5524,1639138_at,chr3R,20014770,20019145,28.722,87.7575,29.941,13.5858,6.18964,6.4223
FBgn0032444,CG5525,CG5525,1629752_at,chr2L,12690325,12692937,267.013,88.8345,223.587,390.461,71.6786,100.105
FBgn0039564,CG5527,CG5527,1627837_at,chr3R,23780639,23783049,2.43969,2.12433,5.67339,0.871806,6.31535,6.80139
FBgn0034902,CG5532,CG5532,1634713_at,chr2R,19640287,19640934,47.2186,14.1657,58.7779,85.1106,73.0481,79.0319
FBgn0036764,CG5535,CG5535,1627343_a_at,chr3L,17845724,17849864,27.2995,6.33138,37.2912,78.784,15.9439,24.6785
FBgn0035639,CG5537,CG5537,1638690_at,chr3L,5804073,5805328,93.1891,27.6918,73.6249,129.039,55.0953,52.8899
FBgn0038052,CG5538,CG5538,1628365_at,chr3R,8273375,8274768,0.230984,419.57,0.154257,0,0.310034,0
FBgn0034907,CG5539,CG5539,1631067_at,chr2R,19692334,19693411,0.569104,221.814,0.190031,0,0,0
FBgn0030603,CG5541,CG5541,1640963_at,chrX,14938141,14945533,23.1707,7.41045,25.9653,46.3674,27.506,33.2614
FBgn0034908,CG5543,CG5543,1624247_at,chr2R,19696768,19698907,33.5893,14.1215,29.7229,29.8314,8.17679,8.71052
FBgn0030605,CG5548,CG5548,1637018_at,chrX,14957945,14958597,101.206,55.5478,107.13,103.872,308.094,310.71
FBgn0034911,CG5549,CG5549,1638251_at,chr2R,19717519,19724863,0.0567105,0.19752,0.056809,0.141856,5.25218,4.34107
FBgn0034160,CG5550,CG5550,1629201_at,chr2R,12704096,12705086,0.110182,0.109646,0.110373,0,2.5511,7.5464
FBgn0034914,CG5554,CG5554,1632482_at,chr2R,19732415,19734547,109.884,164.601,104.568,126.08,70.896,74.7481
FBgn0038686,CG5555,CG5555,1639812_at,chr3R,15003802,15006044,33.4981,147.721,32.5738,33.052,47.231,48.088
FBgn0031332,CG5556,CG5556,1627876_at,chr2L,1351860,1352869,0,78.9265,0,0,0,0
FBgn0038684,CG5558,CG5558,1641745_a_at,chr3R,14985821,14988000,38.8118,14.9697,31.6933,67.6508,19.0773,27.1754
FBgn0032653,CG5559,CG5559,1636968_at,chr2L,17592864,17603288,0,1.99275,1.09417,1.76076,7.51369,5.80635
FBgn0031333,CG5561,CG5561,1638910_at,chr2L,1352970,1354109,0,162.839,0,0,0,0
FBgn0031335,CG5565,CG5565,1623008_at,chr2L,1354950,1355924,0.226465,177.698,0.113429,0,0,0
FBgn0036760,CG5567,CG5567,1637298_at,chr3L,17834635,17836642,11.0882,26.088,23.3257,41.2871,86.7462,90.3024
FBgn0035641,CG5568,CG5568,1623330_at,chr3L,5864602,5866619,1.28413,0,4.12708,21.4677,0,0
FBgn0034919,CG5569,CG5569,1640713_at,chr2R,19752944,19754178,37.2783,69.8214,16.8044,54.7499,21.5781,23.7351
FBgn0036759,CG5577,CG5577,1628682_at,chr3L,17832882,17834504,13.3015,2.02088,16.3761,5.38455,53.8678,49.3966
FBgn0036973,CG5585,CG5585,1627743_at,chr3L,20338831,20341039,15.7646,21.9409,18.608,19.0825,5.93728,6.32907
FBgn0036754,CG5589,CG5589,1630347_at,chr3L,17795866,17797810,25.4087,2.16728,22.7117,71.296,4.72214,7.76193
FBgn0039537,CG5590,CG5590,1628432_at,chr3R,23503297,23504738,115.013,31.5414,73.7301,89.323,111.64,119.698
FBgn0034926,CG5591,CG5591,1625907_at,chr2R,19786102,19791187,24.221,12.3395,21.587,24.4573,7.41787,7.10791
FBgn0035645,CG5592,CG5592,1637922_at,chr3L,5890738,5892495,0,12.3372,0.125446,0,0,0
FBgn0025698,CG5594,CG5594,1623037_a_at,chr2R,19795651,19812619,49.4844,5.90365,41.3435,21.4389,79.7221,70.0166
FBgn0034920,CG5597,CG5597,1638697_at,chr2R,19774497,19776300,9.23468,4.98237,109.671,16.6985,97.2192,96.3745
FBgn0030612,CG5599,CG5599,1625125_at,chrX,14980171,14982665,15.9799,1.31151,16.2826,62.4168,13.2672,16.3716
FBgn0034922,CG5602,CG5602,1630390_at,chr2R,19778061,19780700,47.7451,8.19183,49.3905,46.6014,1.83183,2.57466
FBgn0032208,CG5604,CG5604,1634156_at,chr2L,10281943,10292278,101.146,156.041,103.863,101.693,71.635,72.9568
FBgn0038058,CG5608,CG5608,1640366_at,chr3R,8288284,8291020,12.1204,2.94734,17.1624,12.9023,9.03631,7.52662
FBgn0039531,CG5611,CG5611,1622989_at,chr3R,23460720,23461761,10.9441,7.15681,10.8587,12.7231,10.1777,9.44828
FBgn0039529,CG5612,CG5612,1638193_at,chr3R,23449081,23451731,274.272,80.184,95.6889,13.1877,14.7729,8.27996
FBgn0030839,CG5613,CG5613,1627400_a_at,chrX,17317624,17322767,5.21772,12.9808,37.4128,11.632,13.5921,20.2838
FBgn0038359,CG5614,CG5614,1635366_at,chr3R,11605527,11606708,0,332.112,0,0,0,0
FBgn0036975,CG5618,CG5618,1623238_at,chr3L,20347052,20349794,38.2395,4.60155,15.0413,4.78262,116.582,147.258
FBgn0036268,CG5620,CG5620,1639088_at,chr3L,12204731,12259889,16.5143,27.3453,12.7026,15.1823,15.2211,12.502
FBgn0038840,CG5621,CG5621,1641131_at,chr3R,16727716,16733987,0.028371,2.54096,0.0568405,0.340643,18.1072,14.0306
FBgn0038357,CG5623,CG5623,1632176_at,chr3R,11591968,11593160,0,89.8335,0,0,0,0.0913809
FBgn0034708,CG5625,CG5625,1625656_s_at,chr2R,18073483,18077392,65.2887,20.9007,63.9405,63.7742,36.5033,36.5228
FBgn0036266,CG5626,CG5626,1633754_at,chr3L,12197781,12199114,5.98875,15.6877,6.44026,10.3981,1.86181,2.39503
FBgn0027595,CG5629,CG5629,1624807_at//1624604_a_at,chr3R,14964788,14973629,29.9375,5.9781,15.8402,28.2156,14.144,11.8263
FBgn0038842,CG5630,CG5630,1635375_at,chr3R,16740023,16754935,77.0484,36.7035,74.2286,26.161,66.4742,72.3929
FBgn0039527,CG5639,CG5639,1630064_at,chr3R,23412095,23419260,3.87994,3.44137,18.8842,4.43067,7.62062,5.07604
FBgn0032207,CG5640,CG5640,1635202_s_at,chr2L,10272652,10278811,17.9168,21.6133,24.5517,21.7312,13.4103,11.9572
FBgn0038046,CG5641,CG5641,1627873_at,chr3R,8253511,8255002,93.3611,64.8115,49.904,97.3742,23.0073,23.7718
FBgn0036258,CG5642,CG5642,1631527_at,chr3L,12136542,12139215,212.211,138.153,180.405,261.94,104.928,104.262
FBgn0035948,CG5644,CG5644,1632376_at,chr3L,8970495,8972980,1.85147,0.534907,0.658115,1.25493,25.2519,31.9426
FBgn0036254,CG5645,CG5645,1639302_at,chr3L,12126869,12129803,12.7066,22.6196,22.2472,24.7936,5.32662,8.51963
FBgn0039525,CG5646,CG5646,1633039_at,chr3R,23385095,23387022,5.11246,2.34189,16.6646,2.27348,65.0265,92.1972
FBgn0035943,CG5653,CG5653,1627367_at,chr3L,8958011,8959474,0,46.7054,0.209891,0,2.39048,4.22075
FBgn0037083,CG5656,CG5656,1623243_at,chr3L,21435323,21437914,0.229258,0.513319,0.229656,0.0573466,0.634667,0.461822
FBgn0035942,CG5660,CG5660,1629427_at,chr3L,8954375,8957763,10.6245,78.9566,5.85853,12.321,3.3689,4.58153
FBgn0030620,CG5662,CG5662,1628605_at,chrX,15104431,15105413,0,50.6168,0.104198,0,0,0
FBgn0037082,CG5664,CG5664,1640198_at,chr3L,21431724,21434423,16.6921,24.2471,19.3759,7.7175,2.30949,2.27088
FBgn0036977,CG5665,CG5665,1628168_at,chr3L,20351936,20352920,3.38496,0,4.79394,2.33576,0,0.587821
FBgn0039169,CG5669,CG5669,1623798_at,chr3R,20049167,20052659,18.5295,11.0111,12.785,21.586,4.42019,4.30461
FBgn0032656,CG5674,CG5674,1630550_a_at,chr2L,17963338,17974870,15.0934,16.1831,12.956,15.6358,5.26935,4.7603
FBgn0032200,CG5676,CG5676,1639256_at,chr2L,10254604,10255884,42.3375,31.2673,82.9549,32.2372,58.7031,59.8071
FBgn0032658,CG5681,CG5681,1627307_at,chr2L,17986528,17988218,0,35.8024,0.0605716,0,0,0
FBgn0035293,CG5687,CG5687,1631168_at,chr3L,1933631,1938740,1.15095,8.313,4.1655,0.631521,37.5621,32.4964
FBgn0035295,CG5690,CG5690,1629577_at,chr3L,1947860,1950265,37.9638,16.2106,26.3211,27.3953,2.96472,4.86659
FBgn0035297,CG5691,CG5691,1641743_at,chr3L,1959482,1962913,20.0636,5.34161,17.3115,12.1825,5.99664,5.73611
FBgn0040989,CG5693,CG5693,1629327_at,chr2L,18006679,18007067,0,76.9019,0,0,0,0
FBgn0032197,CG5694,CG5694,1624330_s_at,chr2L,10227760,10231689,33.7829,2.55978,17.1785,27.4104,11.5231,10.8384
FBgn0038846,CG5697,CG5697,1632045_at,chr3R,16841671,16842842,20.2012,9.79368,84.5772,0.518269,132.445,172.061
FBgn0030853,CG5703,CG5703,1628014_at,chrX,17526122,17527539,65.6283,37.4974,71.1484,91.6033,194.027,223.735
FBgn0026570,CG5704,CG5704,1627507_at,chr3L,2169622,2170954,6.37463,2.62202,8.59941,11.8209,18.3103,19.9466
FBgn0032486,CG5705,CG5705,1637221_at,chr2L,13219988,13221401,13.2331,7.19598,12.3144,21.9228,7.64342,13.6927
FBgn0039175,CG5706,CG5706,1638711_at,chr3R,20076174,20078380,104.402,21.5836,62.7606,136.934,24.0015,27.7698
FBgn0026593,CG5707,CG5707,1634630_at,chr3L,2189158,2192180,3.28511,0.544852,4.31919,10.7511,34.586,40.8774
FBgn0032196,CG5708,CG5708,1638516_s_at,chr2L,10224664,10226808,22.6611,23.2782,29.2909,15.9082,18.581,17.9467
FBgn0039180,CG5715,CG5715,1633920_at,chr3R,20119086,20121107,2.18437,0.310532,2.50075,2.81004,0.942403,0.995289
FBgn0036222,CG5718,CG5718,1641313_at,chr3L,11915703,11917857,0,116.388,0.0950595,0,0,0
FBgn0028471,CG5720,CG5720,1626117_at,chr3R,20140370,20144142,40.5435,28.1755,32.0759,38.4343,11.5184,12.4948
FBgn0034315,CG5721,CG5721,1634043_at,chr2R,14069934,14071618,67.9361,74.9088,62.6499,56.8648,56.6438,60.9704
FBgn0038082,CG5724,CG5724,1638903_at,chr3R,8565384,8567042,0,0.0638739,3.34349,0,19.2552,14.2875
FBgn0034313,CG5726,CG5726,1633517_at,chr2R,14062783,14067674,25.265,15.4993,21.7359,69.265,14.6917,15.0288
FBgn0032193,CG5727,CG5727,1639856_at,chr2L,10209853,10210669,4.30523,19.2792,7.81677,6.8653,12.731,8.40151
FBgn0039182,CG5728,CG5728,1631180_at,chr3R,20154175,20159036,54.465,4.13873,52.9197,91.5268,7.46041,14.9733
FBgn0032192,CG5731,CG5731,1635163_at,chr2L,10207082,10209721,4.2873,0.642885,1.11781,0,14.8987,11.949
FBgn0038934,CG5732,CG5732,1623784_at,chr3R,18037546,18042418,2.93678,256.932,1.34742,0.291599,0.135406,0.0677392
FBgn0032191,CG5734,CG5734,1623989_at,chr2L,10204757,10206961,43.311,11.3518,36.8364,71.4521,24.1807,25.6882
FBgn0038932,CG5740,CG5740,#N/A,chr3R,17952004,17959093,6.35944,23.2171,51.693,4.06312,134.787,140.608
FBgn0035937,CG5741,CG5741,1627434_at,chr3L,8925330,8929913,17.6926,132.801,17.7486,11.6504,8.16956,7.97083
FBgn0034304,CG5742,CG5742,1630942_at,chr2R,14035951,14038892,18.3854,5.01493,13.0557,23.8553,6.22766,5.42586
FBgn0038855,CG5745,CG5745,1631130_at,chr3R,16927936,16930835,44.3969,16.0452,37.7062,53.7378,23.5468,25.3892
FBgn0039186,CG5746,CG5746,1627245_s_at,chr3R,20171507,20174509,89.8446,4.32238,45.5099,106.887,12.5267,13.5581
FBgn0032664,CG5755,CG5755,1641138_at,chr2L,18096568,18098066,0,152.457,0.13666,0.0682498,0,0
FBgn0034301,CG5756,CG5756,1638287_a_at,chr2R,13988555,13995891,0.0251659,0.175303,0.0756288,0.17626,0.101335,0.076042
FBgn0034299,CG5757,CG5757,1640118_at,chr2R,13981233,13982212,45.1413,13.0873,37.505,70.0615,4.53232,7.75678
FBgn0032666,CG5758,CG5758,1641236_s_at,chr2L,18120027,18129864,19.3729,5.88258,63.3497,22.3411,48.4903,39.7915
FBgn0039190,CG5762,CG5762,1638107_at,chr3R,20186427,20187411,0,528.294,0,0,0.555185,0.555481
FBgn0034294,CG5765,CG5765,1640806_at,chr2R,13937731,13939610,0,0.0638739,0,0,1.80921,2.26272
FBgn0034292,CG5767,CG5767,1633532_at,chr2R,13933941,13934967,0,1.17105,55.4047,0,36.3287,50.3079
FBgn0039198,CG5768,CG5768,1635308_a_at//1641585_at//1633118_at,chr3R,20211825,20216089,0,1.52722,0,0,0.193117,0
FBgn0034291,CG5770,CG5770,1632531_at,chr2R,13931551,13932565,0.11399,0,0.799316,0,3.55727,3.78879
FBgn0034290,CG5773,CG5773,1640400_at,chr2R,13930409,13931249,2.32074,6.92832,5.47005,0.546363,37.7919,42.212
FBgn0032450,CG5776,CG5776,1622926_at,chr2L,12701426,12704423,20.4711,4.44082,13.8366,49.5408,2.63835,4.24502
FBgn0038930,CG5778,CG5778,1638238_at,chr3R,17911093,17935903,11.7697,1.17124,12.9691,0.44161,41.6169,41.639
FBgn0032446,CG5780,CG5780,1637810_at,chr2L,12693872,12694984,2.79815,4.87292,5.95639,8.86578,3.28629,3.28804
FBgn0032448,CG5781,CG5781,1633823_at,chr2L,12696426,12697774,2.65287,98.2815,1.97412,0.606709,2.74687,2.44296
FBgn0032670,CG5783,CG5783,1623201_at,chr2L,18156043,18157162,5.2573,1.06769,9.88798,1.82498,14.257,13.6162
FBgn0032454,CG5787,CG5787,1629001_at,chr2L,12708785,12712468,51.0218,65.7891,46.4346,65.7075,12.5303,14.1632
FBgn0039207,CG5789,CG5789,1632273_at,chr3R,20362050,20369603,53.9981,21.4415,56.8381,125.247,39.762,44.9171
FBgn0032677,CG5790,CG5790,1625789_at,chr2L,18294904,18297277,0.0430704,303.11,0.0431452,0,0,0
FBgn0040582,CG5791,CG5791,1628639_at,chr3R,17912855,17913383,2.79092,0.504968,11.1831,1.26931,21.7101,18.6551
FBgn0032455,CG5792,CG5792,1625680_a_at,chr2L,12713275,12721838,23.7857,21.3612,22.0656,27.7818,11.7018,12.1753
FBgn0038858,CG5793,CG5793,1631227_at,chr3R,16953446,16954630,35.5978,59.0408,20.8647,40.291,86.0303,79.719
FBgn0039214,CG5794,CG5794,1641189_a_at,chr3R,20462180,20475673,89.5458,64.0531,49.0798,35.2757,7.80502,7.1139
FBgn0038862,CG5798,CG5798,1630825_at,chr3R,16959984,16963938,32.8179,81.4707,32.811,40.1439,20.0341,18.9204
FBgn0030855,CG5800,CG5800,1624138_at,chrX,17530316,17533038,38.6669,5.76603,41.5975,72.1208,7.38835,13.8119
FBgn0038863,CG5802,CG5802,1625250_at,chr3R,16963992,16966178,41.0249,42.3833,26.9268,47.6281,44.8716,32.5413
FBgn0035926,CG5804,CG5804,1638246_at,chr3L,8781242,8781640,1.22454,0,1.84,0,349.165,408.553
FBgn0039223,CG5805,CG5805,1631704_at,chr3R,20610458,20613142,21.2935,8.5459,24.2483,41.5557,57.5324,52.353
FBgn0027539,CG5807,CG5807,1623543_at,chr3R,20631387,20639750,33.1894,110.694,17.7015,32.9813,12.3533,12.512
FBgn0027617,CG5808,CG5808,1638014_at,chr3R,20640617,20642729,15.8533,12.6011,17.429,19.4038,4.61711,4.56935
FBgn0038866,CG5810,CG5810,1623523_at,chr3R,16989512,16990798,1.50951,1.18591,3.42218,0.0794921,0.399889,0.320082
FBgn0027574,CG5815,CG5815,1641188_a_at,chr3R,22938293,22940862,30.6143,11.6876,23.1844,26.4839,8.9978,10.3508
FBgn0034717,CG5819,CG5819,1624736_a_at,chr2R,18180964,18184463,0.153897,0.796367,1.51081,0.0307966,16.9487,16.6167
FBgn0038515,CG5823,CG5823,1633960_at,chr3R,13358041,13360297,65.0979,163.221,38.9377,56.6458,27.4074,22.7307
FBgn0031682,CG5828,CG5828,1627123_at,chr2L,5094021,5095439,44.6754,30.0449,36.0189,48.2332,27.9997,35.1271
FBgn0036556,CG5830,CG5830,1625794_at,chr3L,15985753,15997835,27.1685,8.62978,22.8577,27.0972,42.9533,34.8221
FBgn0038682,CG5835,CG5835,#N/A,chr3R,14974354,14979402,18.2642,7.75681,10.7938,4.0525,72.4674,90.4401
FBgn0038516,CG5840,CG5840,1631266_a_at,chr3R,13361409,13362858,8.98626,2.57802,5.35246,5.34618,38.7113,39.4658
FBgn0038049,CG5844,CG5844,#N/A,chr3R,8259824,8261365,83.3281,85.4077,64.8222,97.7628,36.7231,43.2984
FBgn0032171,CG5846,CG5846,1625426_at,chr2L,9956148,9957807,19.5259,11.8914,13.081,21.8788,9.54906,10.6088
FBgn0036985,CG5847,CG5847,1623710_at,chr3L,20410332,20417322,0.044748,0.237494,0.343663,0.0596974,8.16844,16.2104
FBgn0038897,CG5849,CG5849,1624076_at,chr3R,17565827,17570153,3.86543,0.434834,0.942783,0.0336313,6.56433,4.6381
FBgn0032172,CG5850,CG5850,1639519_at,chr2L,9960449,9963769,78.197,96.1454,26.2099,47.167,30.2191,28.7048
FBgn0032167,CG5853,CG5853,1628398_at,chr2L,9940769,9947442,71.4181,18.3665,19.7153,5.83159,131.332,105.326
FBgn0039130,CG5854,CG5854,1641035_a_at,chr3R,19759637,19761686,55.75,26.5199,36.3924,36.5949,33.2415,42.8235
FBgn0039125,CG5857,CG5857,1623498_at,chr3R,19750125,19752161,52.0814,49.7176,36.2146,66.4966,7.34108,7.9701
FBgn0025830,CG5859,CG5859,1638965_at,chr2R,12737963,12741606,29.996,9.24444,26.4761,19.6851,6.64378,7.68695
FBgn0038506,CG5860,CG5860,1625467_at,chr3R,13235341,13236453,15.6176,2.6512,0,0,0.184962,0
FBgn0015338,CG5861,CG5861,1641285_at,chr2L,16305786,16307275,29.2663,20.6597,22.3543,53.5324,21.2676,22.6607
FBgn0038868,CG5862,CG5862,1629452_at,chr3R,17040794,17041950,43.9141,58.5138,32.2471,40.7736,42.1466,38.327
FBgn0038507,CG5863,CG5863,1633038_at,chr3R,13236897,13238084,4.04521,3.34032,0,0,0,0
FBgn0038508,CG5866,CG5866,1639669_at,chr3R,13241468,13242088,2.14048,0.16385,0,0,0,0.331679
FBgn0027586,CG5867,CG5867,1632650_at,chr2L,13236493,13239296,22.0364,7.69956,156.878,42.5297,251.61,274.334
FBgn0028894,CG5869,CG5869,1628987_at,chr2L,16301656,16302952,18.0972,16.2081,16.3157,23.2377,15.9913,14.1771
FBgn0038870,CG5871,CG5871,1624539_at,chr3R,17044801,17048572,62.4157,12.1005,60.0939,53.9101,12.1504,13.273
FBgn0036991,CG5872,CG5872,1635168_at,chr3L,20429357,20431467,12.8295,18.05,10.6914,14.552,11.3007,11.4182
FBgn0038511,CG5873,CG5873,1623372_at,chr3R,13251494,13272215,0.0332951,3.54522,0.100059,0.0333137,21.5851,24.7824
FBgn0038872,CG5874,CG5874,1631550_at,chr3R,17049426,17055234,69.7793,15.4991,32.9228,43.6915,12.2906,11.0121
FBgn0030625,CG5877,CG5877,1638618_a_at,chrX,15187066,15190836,11.2562,55.8018,18.7143,13.916,3.88588,4.74864
FBgn0039489,CG5880,CG5880,1639092_at,chr3R,22942505,22944259,5.7528,1.43119,6.44883,13.1566,3.79185,4.3457
FBgn0039490,CG5882,CG5882,1630631_at,chr3R,22944368,22947312,0.117934,0.11736,0.275658,0.0393335,0.0395738,0.0791897
FBgn0036225,CG5883,CG5883,1637889_at,chr3L,11936748,11937946,0,0.629203,0,0,2.18229,2.36541
FBgn0025700,CG5885,CG5885,1630929_at,chr2L,9917221,9918165,106.32,133.353,98.4647,174.468,147.312,151.492
FBgn0039379,CG5886,CG5886,1641692_at,chr3R,21677376,21679727,34.2275,220.856,50.725,42.9708,15.8104,18.9281
FBgn0028523,CG5888,CG5888,1635109_at,chr2L,16400169,16448465,8.14518,3.45835,5.27636,3.91187,17.875,14.1107
FBgn0039380,CG5890,CG5890,1637363_at,chr3R,21693026,21695388,0,0,0,0,4.47528,4.47766
FBgn0038873,CG5892,CG5892,1640542_at,chr3R,17068351,17071140,0.0441109,0.307273,0.132562,0.0441356,0.266432,0.533147
FBgn0036560,CG5895,CG5895,1623747_at,chr3L,16028587,16030329,0.202875,0.134591,1.49033,0.135326,15.1129,11.3067
FBgn0036220,CG5897,CG5897,1630789_at,chr3L,11880985,11883772,0,0,0,0,1.53629,0.768554
FBgn0032157,CG5899,CG5899,1624673_at,chr2L,9908830,9912585,40.3318,13.7423,46.4459,41.3229,10.8486,12.9667
FBgn0039136,CG5902,CG5902,1638044_a_at,chr3R,19812362,19814469,63.3144,21.8814,54.572,52.2194,101.937,93.9808
FBgn0038400,CG5903,CG5903,1623843_at,chr3R,11971397,11972577,99.3225,160.818,90.2417,159.865,247.846,276.994
FBgn0036217,CG5906,CG5906,1624457_at,chr3L,11863544,11864405,0,85.2254,0.118824,0,0,0
FBgn0039495,CG5909,CG5909,1640983_at,chr3R,22986874,22988642,0.973801,0.415311,0.487746,0.0695962,38.3017,38.6724
FBgn0036993,CG5910,CG5910,1623928_at,chr3L,20435519,20443714,25.9118,4.82321,18.7673,1.3989,31.0577,30.6048
FBgn0039385,CG5913,CG5913,1628424_at,chr3R,21719219,21720837,43.5143,21.5569,33.3408,38.7361,12.334,14.1216
FBgn0038401,CG5916,CG5916,1639728_at,chr3R,11972741,11975115,10.0216,7.05625,10.8914,36.5143,7.47121,7.85609
FBgn0038876,CG5919,CG5919,1631390_at,chr3R,17095859,17097129,29.2862,23.1976,21.0754,27.1975,35.3271,30.4297
FBgn0029835,CG5921,CG5921,1633783_a_at,chrX,5953943,5958324,0.385846,0.139624,5.3058,6.91402,11.1229,8.5498
FBgn0032983,CG5922,CG5922,1640530_at,chr2L,22210659,22214265,0.280519,1.25619,0.562012,0,0.211793,0.282541
FBgn0032154,CG5924,CG5924,1634428_at,chr2L,9891255,9893419,26.0635,2.20513,12.7901,43.5515,2.1776,3.56041
FBgn0029836,CG5928,CG5928,1636429_at,chrX,5961993,5963294,0.356269,0,0.237925,0.118823,8.12931,0.956899
FBgn0032982,CG5929,CG5929,1631950_at,chr2L,22189360,22199396,0.17907,0.356396,0.418556,0,0.120177,0.0601204
FBgn0036548,CG5931,CG5931,1625343_at,chr3L,15953908,15960956,84.155,11.6759,74.1026,72.4169,14.3237,15.113
FBgn0036996,CG5932,CG5932,1636583_at,chr3L,20453799,20455374,0.909814,0.278579,0.350536,0,33.3241,20.0192
FBgn0039139,CG5933,CG5933,1624263_at,chr3R,19857914,19859875,20.0926,32.9358,23.2584,19.5454,4.43863,5.28423
